index,cand_number,state,office,district,candidatevotes,election_month,election_type,icpsr_party_code,candidate,election_year
5432,               2,Illinois,US Rep.,                5,                 92780,11: November,General,DEMOCRAT,"KLUCZYNSKI, JOHN C",1954.0
5433,               1,Illinois,US Rep.,                6,                 39289,11: November,General,MODERN REPUBLICAN,"CORBIN, ORVILLE F",1954.0
5434,               2,Illinois,US Rep.,                6,                 99590,11: November,General,DEMOCRAT,"OBRIEN, THOMAS J",1954.0
5435,               1,Illinois,US Rep.,                7,                 26763,11: November,General,MODERN REPUBLICAN,"BARRETT, CHARLES M",1954.0
5436,               2,Illinois,US Rep.,                7,                 97398,11: November,General,DEMOCRAT,"BOWLER, JAMES B",1954.0
5437,               1,Illinois,US Rep.,                8,                 34535,11: November,General,MODERN REPUBLICAN,"DOHERTY, JAMES L",1954.0
5438,               2,Illinois,US Rep.,                8,                 74837,11: November,General,DEMOCRAT,"GORDON, THOMAS S",1954.0
5439,               1,Illinois,US Rep.,                9,                 48130,11: November,General,MODERN REPUBLICAN,"GOODMAN, RALPH LEE",1954.0
5440,               2,Illinois,US Rep.,                9,                 73187,11: November,General,DEMOCRAT,"YATES, SIDNEY R",1954.0
5441,               1,Illinois,US Rep.,               10,                 90961,11: November,General,MODERN REPUBLICAN,"HOFFMAN, RICHARD W",1954.0
5442,               2,Illinois,US Rep.,               10,                 67903,11: November,General,DEMOCRAT,"KELLEHER, HELEN J",1954.0
5443,               1,Illinois,US Rep.,               11,                 67141,11: November,General,MODERN REPUBLICAN,"SHEEHAN, TIMOTHY P",1954.0
5444,               2,Illinois,US Rep.,               11,                 64788,11: November,General,DEMOCRAT,"SEMROW, HARRY H",1954.0
5445,               1,Illinois,US Rep.,               12,                 69999,11: November,General,MODERN REPUBLICAN,"JONAS, EDGAR A",1954.0
5446,               2,Illinois,US Rep.,               12,                 82518,11: November,General,DEMOCRAT,"BOYLE, CHARLES A",1954.0
5447,               1,Illinois,US Rep.,               13,                146184,11: November,General,MODERN REPUBLICAN,"CHURCH, MARGUERITE STITT",1954.0
5448,               2,Illinois,US Rep.,               13,                 63852,11: November,General,DEMOCRAT,"GRIFFIN, RICHARD A",1954.0
5449,               1,Illinois,US Rep.,               14,                100024,11: November,General,MODERN REPUBLICAN,"REED, CHAUNCEY W",1954.0
5450,               2,Illinois,US Rep.,               14,                 38161,11: November,General,DEMOCRAT,"PLUM, RICHARD",1954.0
5451,               1,Illinois,US Rep.,               15,                 72576,11: November,General,MODERN REPUBLICAN,"MASON, NOAH M",1954.0
5452,               2,Illinois,US Rep.,               15,                 42934,11: November,General,DEMOCRAT,"MOHAN, RICHARD A",1954.0
5453,               1,Illinois,US Rep.,               16,                 77557,11: November,General,MODERN REPUBLICAN,"ALLEN, LEO E",1954.0
5454,               1,Illinois,US Rep.,               17,                 79044,11: November,General,MODERN REPUBLICAN,"ARENDS, LESLIE C",1954.0
5455,               2,Illinois,US Rep.,               17,                 42600,11: November,General,DEMOCRAT,"WRIGHT, BRANSON",1954.0
5456,               1,Illinois,US Rep.,               18,                 59963,11: November,General,MODERN REPUBLICAN,"VELDE, HAROLD H",1954.0
5457,               2,Illinois,US Rep.,               18,                 44408,11: November,General,DEMOCRAT,"BEENEY, HOWARD S",1954.0
5458,               1,Illinois,US Rep.,               19,                 64772,11: November,General,MODERN REPUBLICAN,"CHIPERFIELD, ROBERT B",1954.0
5459,               2,Illinois,US Rep.,               19,                 49876,11: November,General,DEMOCRAT,"KERWIN, JOHN M JR",1954.0
5460,               1,Illinois,US Rep.,               20,                 68104,11: November,General,MODERN REPUBLICAN,"SIMPSON, SID",1954.0
5461,               2,Illinois,US Rep.,               20,                 40165,11: November,General,DEMOCRAT,"BARRY, JAMES A",1954.0
5462,               1,Illinois,US Rep.,               21,                 68924,11: November,General,MODERN REPUBLICAN,"JENISON, EDWARD H",1954.0
5463,               2,Illinois,US Rep.,               21,                 83501,11: November,General,DEMOCRAT,"MACK, PETER F JR",1954.0
5464,               1,Illinois,US Rep.,               22,                 66797,11: November,General,MODERN REPUBLICAN,"SPRINGER, WILLIAM L",1954.0
5465,               2,Illinois,US Rep.,               22,                 40873,11: November,General,DEMOCRAT,"MARTIN, ROBERT W",1954.0
5466,               3,Illinois,US Rep.,               22,                     1,11: November,General,                                                   .,,1954.0
5467,               1,Illinois,US Rep.,               23,                 69179,11: November,General,MODERN REPUBLICAN,"VURSELL, CHARLES W",1954.0
5468,               2,Illinois,US Rep.,               23,                 61493,11: November,General,DEMOCRAT,"IMLE, ALBERT R",1954.0
5469,               1,Illinois,US Rep.,               24,                 40358,11: November,General,MODERN REPUBLICAN,"THOMAS, JOHN T",1954.0
5470,               2,Illinois,US Rep.,               24,                 90482,11: November,General,DEMOCRAT,"PRICE, MELVIN",1954.0
5471,               1,Illinois,US Rep.,               25,                 62659,11: November,General,MODERN REPUBLICAN,"BISHOP, C W",1954.0
5472,               2,Illinois,US Rep.,               25,                 69562,11: November,General,DEMOCRAT,"GRAY, KENNETH J",1954.0
5473,               1,Illinois,"US Senator, 2",                0,               1563683,11: November,General,MODERN REPUBLICAN,"MEEK, JOSEPH T",1954.0
5474,               2,Illinois,"US Senator, 2",                0,               1804338,11: November,General,DEMOCRAT,"DOUGLAS, PAUL H",1954.0
5475,               3,Illinois,"US Senator, 2",                0,                     4,11: November,General,                                                   .,,1954.0
5476,               1,Illinois,President,                0,               1775682,11: November,General,DEMOCRAT,"STEVENSON, ADLAI E",1956.0
5477,               2,Illinois,President,                0,               2623327,11: November,General,MODERN REPUBLICAN,"EISENHOWER, DWIGHT D",1956.0
5478,               3,Illinois,President,                0,                  8342,11: November,General,SOCIALIST LABOR,"HASS, ERIC",1956.0
5479,               4,Illinois,President,                0,                    56,11: November,General,                                                   .,,1956.0
5480,               1,Illinois,Governor,                0,               2134909,11: November,General,DEMOCRAT,"AUSTIN, RICHARD B",1956.0
5481,               2,Illinois,Governor,                0,               2171786,11: November,General,MODERN REPUBLICAN,"STRATTON, WILLIAM G",1956.0
5482,               3,Illinois,Governor,                0,                  7874,11: November,General,SOCIALIST LABOR,"GROSS, EDWARD C",1956.0
5483,               4,Illinois,Governor,                0,                    42,11: November,General,                                                   .,,1956.0
5484,               1,Illinois,US Rep.,                1,                 36847,11: November,General,MODERN REPUBLICAN,"LAWRENCE, GEORGE W",1956.0
5485,               2,Illinois,US Rep.,                1,                 66704,11: November,General,DEMOCRAT,"DAWSON, WILLIAM L",1956.0
5486,               1,Illinois,US Rep.,                2,                 69892,11: November,General,MODERN REPUBLICAN,"MCKIBBIN, GEORGE B",1956.0
5487,               2,Illinois,US Rep.,                2,                 86386,11: November,General,DEMOCRAT,"OHARA, BARRATT",1956.0
5488,               1,Illinois,US Rep.,                3,                 92907,11: November,General,MODERN REPUBLICAN,"BYRNE, EMMET F",1956.0
5489,               2,Illinois,US Rep.,                3,                 87677,11: November,General,DEMOCRAT,"MURRAY, JAMES C",1956.0
5490,               1,Illinois,US Rep.,                4,                155447,11: November,General,MODERN REPUBLICAN,"MCVEY, WILLIAM E",1956.0
5491,               2,Illinois,US Rep.,                4,                103494,11: November,General,DEMOCRAT,"HINKO, MICHAEL",1956.0
5492,               1,Illinois,US Rep.,                5,                 59608,11: November,General,MODERN REPUBLICAN,"WELNOWSKI, LAWRENCE",1956.0
5493,               2,Illinois,US Rep.,                5,                 96399,11: November,General,DEMOCRAT,"KLUCZYNSKI, JOHN C",1956.0
5494,               1,Illinois,US Rep.,                6,                 57750,11: November,General,MODERN REPUBLICAN,"DILLON, JOHN J",1956.0
5495,               2,Illinois,US Rep.,                6,                 94281,11: November,General,DEMOCRAT,"OBRIEN, THOMAS J",1956.0
5496,               1,Illinois,US Rep.,                7,                 37068,11: November,General,MODERN REPUBLICAN,"GRIMALDI, GABRIEL L",1956.0
5497,               2,Illinois,US Rep.,                7,                 93732,11: November,General,DEMOCRAT,"BOWLER, JAMES B",1956.0
5498,               1,Illinois,US Rep.,                8,                 50055,11: November,General,MODERN REPUBLICAN,"WRIGHT, VICTOR O",1956.0
5499,               2,Illinois,US Rep.,                8,                 73628,11: November,General,DEMOCRAT,"GORDON, THOMAS S",1956.0
5500,               1,Illinois,US Rep.,                9,                 64237,11: November,General,MODERN REPUBLICAN,"ACKERMAN, JOHANN S",1956.0
5501,               2,Illinois,US Rep.,                9,                 75511,11: November,General,DEMOCRAT,"YATES, SIDNEY R",1956.0
5502,               1,Illinois,US Rep.,               10,                132928,11: November,General,MODERN REPUBLICAN,"COLLIER, HAROLD R",1956.0
5503,               2,Illinois,US Rep.,               10,                 73331,11: November,General,DEMOCRAT,"LORE, MARVIN E",1956.0
5504,               1,Illinois,US Rep.,               11,                 95140,11: November,General,MODERN REPUBLICAN,"SHEEHAN, TIMOTHY P",1956.0
5505,               2,Illinois,US Rep.,               11,                 76400,11: November,General,DEMOCRAT,"PUCINSKI, ROMAN C",1956.0
5506,               1,Illinois,US Rep.,               12,                 88315,11: November,General,MODERN REPUBLICAN,"JONAS, EDGAR A",1956.0
5507,               2,Illinois,US Rep.,               12,                100273,11: November,General,DEMOCRAT,"BOYLE, CHARLES A",1956.0
5508,               1,Illinois,US Rep.,               13,                229358,11: November,General,MODERN REPUBLICAN,"CHURCH, MARGUERITE STITT",1956.0
5509,               2,Illinois,US Rep.,               13,                 91059,11: November,General,DEMOCRAT,"LEYS, HELEN BENSON",1956.0
5510,               1,Illinois,US Rep.,               14,                151236,11: November,General,MODERN REPUBLICAN,"KEENEY, RUSSELL W",1956.0
5511,               2,Illinois,US Rep.,               14,                 63067,11: November,General,DEMOCRAT,"SPELMAN, HAROLD J",1956.0
5512,               1,Illinois,US Rep.,               15,                103557,11: November,General,MODERN REPUBLICAN,"MASON, NOAH M",1956.0
